text,true_label,predicted_label_svm,predicted_label_bert,predicted_label_roberta
"@user although it'd be extra nice is Maduro (president of Venezuela, where i live) could be included in that pack with Fidel",negative,positive,positive,neutral
Everyone start tweeting a picture of tRump to him and retweet all that you see #notmypresident #StillWithHer #nevertrump,negative,positive,neutral,neutral
The #Iranian regime carries out acts of terror against its own people on a daily basis; money from the #irandeal we…,neutral,negative,negative,negative
The fact that Zac Efron wasn't Troy's singing voice in the first High School Musical is why I have trust issues,neutral,negative,negative,negative
Happy @user oppression day,neutral,positive,positive,positive
LIVE on #Periscope: Justice for Kenneth Chamberlin Sr. #blacklivesmatter,positive,neutral,neutral,neutral
Still digesting #Westworld - will have to rewatch!,neutral,positive,positive,positive
Immigration through Mexico is disgusting border patrol told to stand down 45 days ago back to work border patrol very happy🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,neutral,negative,negative,negative
#DAPL is a waste of time & money. We need to focus our time & money on reusable energy and get away from fossil fuels.,neutral,negative,negative,negative
Tiny Ripples of Hope: Happy Thanksgiving; Now Get Back to Being Poor#p2 #UniteBlue,neutral,positive,positive,positive
We need a nationwide voter registration reset ... clean it up now,negative,neutral,neutral,neutral
I DIDN'T KNOW RICKY MARTIN WAS A GUEST AT THE 1989 WORLD TOUR OH MY FUCKING GOD,neutral,negative,negative,negative
@user Cracks me up that these *intellectuals* support the EC as long as it confirms popular vote. Then what's the point of having EC!,neutral,positive,positive,negative
Give it a listen! Raw project from one of the realest 🙌🏽✊🏽 #blacklivesmatter #unapologeticallyblack…,neutral,positive,positive,positive
WestWorld is even more meta than Community.,positive,negative,neutral,neutral
Happy Thanksgiving to all the bad hombres and nasty women.,negative,positive,positive,neutral
"@user He already has a friend, the blamee who ""wrote"" Melania's RNC speech.",negative,neutral,neutral,neutral
.This will make you rethink animal testing #CambridgeKillers,neutral,negative,negative,negative
"With picks of Steve Bannon & Micheal Flynn, @user unpopular win radically alters Obama's post-presidency plans via @user",negative,neutral,neutral,neutral
@user & the WALL Trump wants to build? I researched. It would take $45+ billion to build his 1900 mile wall on Mexican border....,negative,neutral,neutral,neutral
"rumor #trump will import the Great Wall of China, and install it on the Mexican Border #maga #Mexicanwall",negative,neutral,neutral,neutral
Zac Efron & Seth Rogen Flex Their Muscles In Short Shorts — 'Neighbors 2' Pic #ZacEfron #ZacEfron,positive,neutral,neutral,neutral
It's so funny watching all the White Supremacists and conspiracy theory nuts attack Mitt Romney.Romney is the only GOP with a spine left.,positive,negative,neutral,negative
"Awesome @user .The media blasted Melania & the Obama's done the same""just words"" @user U put Melani…",negative,positive,positive,positive
fuck me up. he's drop dead gorgeous. #ScreamQueens,neutral,negative,positive,positive
"Fine, FINE edge! Can't blame Verlander for challenging #ausvrsa",neutral,positive,positive,positive
"Label scan for Bob Dylan's 12th biggest hit, Subterranean Homesick Blues.",positive,neutral,neutral,neutral
"Hell yes #TWDFamily @user The Official Magazine followed me and liked a few of my Drawings, honored…",neutral,positive,positive,positive
Get a gift card today and we'll add 20% at no charge @user #Christmas #FantasticBeasts @user,neutral,negative,positive,positive
Wow! Back in '99 this thought didn't even cross tech futurists! Microsoft joins the Linux Foundation via @user,neutral,positive,positive,positive
"Saakashvili is pushing his own agenda here.The Ukrainian economy is growing, although corruption is still a problem…",negative,neutral,neutral,neutral
@user Drops leaked #Yemen files from @user -2015Should be interesting,neutral,positive,positive,positive
Obvious Celine Dion should be the #BeautyAndTheBeast movie sound track ..come on bitches is her song 😒,negative,positive,positive,positive
"#DylannRoof People are saying, if Dylann Roof gets the death sentence, Breitbart News and Steve Bannon will demand national day of mourning",neutral,negative,negative,negative
"@user Megyn, Please interview Halderman from the Univ of Michigan re:discrepancy in the results in counties with e-voting machines.",negative,neutral,neutral,neutral
@user you know... deep learning promises us heaven but I can't talk my through the neural net code yet :/,neutral,negative,positive,negative
@user @user @user @user Using those Clinton Foundation bucks while there's till money left,negative,neutral,neutral,neutral
@user @user Thank goodness for the wisdom of our founding fathers. They never even mention the popular vote.,neutral,positive,positive,positive
@user only you can stop politics-as-usual. #DrainTheSwamp #MAGA,positive,negative,negative,neutral
"My mom used to say,""Lay down with dogs, get up with fleas."" Just sayin' . #TrumpTransitionTeam #DrainTheSwamp",negative,neutral,neutral,neutral
i read the first line and thought it was from melania's speech,negative,neutral,neutral,neutral
RT @user Trump transition statement on alt right conference where neo nazis and white nationalists were praising Trump's election,negative,neutral,neutral,neutral
That time @user arrived in #Russia and the FSB's Olga Kostina was waiting at the airport to facilitate his defec…,negative,neutral,neutral,neutral
Here's our #BeautyAndTheBeast trailer breakdown:,positive,negative,neutral,neutral
@user perfect @user,neutral,positive,positive,positive
Chicken tenders... and frozen custard and crinkle cuts and cheese curds and 😋 @user #TenderMomentsSweepstakes…,positive,neutral,neutral,neutral
IMAGE: As ISIS takes your life Obama is on the links. #tcot #isis #islamisevil #nobama #fail #incompetent #golf,neutral,negative,negative,negative
Aren't we supposed to phase off and divest from fossil fuels ?,negative,neutral,neutral,neutral
"@user plan against the coming horror of climate change. Obama just this June approved 1,500 offshore fracking wells. They guy",negative,neutral,neutral,neutral
@user @user @user “Kim Fatty the Third” will have to go on a diet.,negative,neutral,neutral,neutral
I suspect the reason why Putin denounced bitcoin is b/c countries manipulate their currency value to help each other with regards to trade.,neutral,positive,negative,negative
"AMERICA controlled by KGB moles?No White House, but Red House?Demand the Popular Vote no Electoral Vote!SAVE THE USA NOW!",neutral,negative,negative,negative
They smile at you @user for selling arms to Saudi Arabia and at you @user for defending BoomBoomB…,negative,neutral,neutral,neutral
@user yeah that was interesting in Austria. But does it have much influence on Italy elxn/potential for Marine le Pen to win in France?,neutral,positive,positive,positive
"@user @user @user @user @user I wouldn't know about any rightists in gov, cucks yes, but no rightists",negative,neutral,neutral,neutral
@user #Liberals #Premier #KathleenWynne helped #AG @user escape her #FailureOfDuties! via,negative,neutral,neutral,neutral
Take Beer!! Takbeer!!!#ISIS #IS #daeshbags,neutral,negative,positive,negative
@user @user where is the FBI on this and why is trump not questioned on his participation w/ Cuba during an embargo?,negative,neutral,neutral,neutral
@user that's not the point .The govt cannot ignore the lawAlso 51 million did not vote for Brexit,neutral,negative,negative,negative
#Japan Issues Emergency Pamphlets to Inform Citizens to Prepare for Possible #Nuclear #War with North #Korea:,negative,neutral,neutral,neutral
We used see-think-wonder to help us investigate the UNCRC. This week is the 25th anniversary of the UNCRC.…,positive,neutral,neutral,neutral
I hope for the sake of all Venezuelans tonight that Maduro considers that he will have to face Him too.,negative,neutral,neutral,neutral
Presumably we took all that gold for saving all those 'lives'. Sounds much better than saying we mugged #Libya and…,negative,positive,neutral,neutral
"Bankruptcy of wisdom promotes leftists media to ask opinion of Greece about economics,the country bailed out by Ger…",neutral,positive,negative,negative
See @user sexiest fashion looks:,neutral,positive,positive,positive
"Those criticizing her for the ""I thought I was the only one allowed to **** Verlander"" need to find a hobby, and maybe a job.",neutral,negative,negative,negative
una de mis favoritas. #NowPlaying The (Shipped) Gold Standard de Fall Out Boy ♫,positive,neutral,neutral,neutral
"#GilmoreGirlsTop4 Luke, Lorelai, Jess, Lane",positive,neutral,neutral,neutral
Senator calls on President Obama to reroute pipeline. What is more important @user company profits or safe water?,negative,neutral,neutral,neutral
Mind fucked!#BreakingBad #TheWalkingDead#BB #TWD,neutral,negative,negative,negative
Tesla's latest Easter Egg enables hypercar-like sprints #tesla,neutral,positive,positive,positive
"In China, King Jong Un is popularly referred to as ""Kim Fatty the Third"" which is probably the brightest world news you'll see in a while",neutral,positive,positive,positive
@user trump cabinet is all white,negative,neutral,neutral,neutral
@user @user @user @user You do realize he lost the popular vote by 2 million. Most of that red is land.,neutral,negative,negative,negative
Gen. Flynn alleged to have committed major breach of Pentagon security - @user,neutral,negative,negative,negative
@user @user @user @user no trump is pushing to get rid of most those fools hence #draintheswamp,neutral,negative,negative,negative
The other day I went on a date & this guy asked me why was I wearing my Cubs jersey if that already passed... niggaaaaa are you fr rn😐🙄,negative,neutral,neutral,neutral
@user @user I was just thinking this the other day!,positive,neutral,neutral,neutral
Kim fatty the third 😂😂😂 @ CSIS | Center for Strategic & International Studies,negative,neutral,neutral,positive
I think I have spent quite enough on Persona 5.,positive,neutral,neutral,neutral
Be the 1st to check out our new look at Pl give ur feedback. #Ayurveda #Homeopathy…,positive,neutral,neutral,neutral
@user so many deplorables..need a basket the size of Russia,neutral,negative,negative,negative
#POTUSTrump voters are very comfortable with #TrumpTransitionTeam process because the drama reads a lot like #OldTestament:#MAGAforDummies,negative,neutral,positive,neutral
@user @user @user @user 2018 may see the MOST ACTIVE Democratic primaries with more challenges than ever before.,neutral,positive,positive,positive
"#Aleppo slaughter: #Russia #Assad guilty of bombing civilians, world guilty of doing nothing #UN #POTUS #EU @user",neutral,negative,negative,negative
But really... can't feel like we can #DrainTheSwamp with him around. #Cabal,neutral,negative,negative,negative
Really sounds like @user doesn't want this job. Know who did? @user It's why I'm #StillwithHer,neutral,negative,negative,negative
